11000010011011101011001110000010,63299.92745835874
11000010011011101011001110001110,191743.12832416606
11000010011011101011000101100010,164211.96679856314
11010100000100011011000100000010,731703.4112554112
01010101100001100011100010000100,2791.6533057240053
01010100001000101001001100100000,1180975.5773172826
11011001101000000000000010000011,14669.873600266677
11010100000100101110001001110010,2703.317257818654
10110110001100101000011000000001,319748.8211129669
00110110111011000101111001110111,316305.8893945631
01000011110001111111100000001100,3134926.8956025974
01000011110001111111100000001101,1102566.0834424924
11010100111000000100110010101011,866187.8115802327
00100011100111010101001010010010,5509683.571549694
01101000000110111010101111000110,122368.95500137555
00001101111000001000001000111111,6464.941336251028
10000110000000000010100110000101,8645444.532181762
11011000001101110110100110010011,1881270.2170611327
00110100010010000011000101001111,833748.9258913748
10000110000000000011111110101011,1256174.3139442035
01001000001101001111110011000000,8374439.674319714
00010111111000110010011000100000,120780.38204797552
01010101100111111101000110011110,5951196.932275817
01101000000111000001011100010110,917815.9247794044
10001011101000101100010000011100,6222884.090547295
01011101101111111001110000010111,2129.8857417275
11010100000100011011000000101100,1125062.125607218
01101000111011001010010111101010,3779129.436634549
00000101000010100110100100110111,10164347.657105867
11000110001100010001011110010001,498225.46543830243
00100011110100011101111111011100,964518.4240506653
01011111011010111000000101000010,347292.21452339366
01011110011001100100001001110011,8462.62304266208
00101101001111000010111011011010,6372301.698958988
11011001101000000000000001011010,1763518.1459940935
01000101010110010001111110100100,598099.7802205222
01011110011111010111010000001110,548117.6207223237
10000110000000000010100101101110,472374.7059877602
11000010011100000000100110011101,382362.5908646146
11010101110011000010001110000111,649814.3185593348
11000000111000011101001000011111,517713.79774645896
01011000100000010001010011100011,439037.0240629259
11001111101101001110000001100011,602185.6967314356
01101101011010001000000100111010,577702.6431400813
01001111011010101111111110011110,2162354.7026806404
10100101111000111010011111010101,2405498.670839439
11011001010010011000001100000101,2227.243941431955
10001010110010011000100001110101,2276963.5789007964
01101000000110000111101000110100,2286308.2689745994
10011111010001011100111001000001,4140839.6126248837
11010101110011000010001110001000,92775.54448714302
01101000000111000001110001111000,724721.5303226043
11010100000100011011000001000010,29326.306307606228
00101110000101010110110110010011,4743234.269235992
11011001011100100101101010011001,2243094.71693331
10111001110001110110110110011001,991811.8162490242
10010000010011000010110010001100,6569946.174297543
11011000001101110110100101011110,412904.08664739324
01010000010110100101000001101101,582413.3650237647
01000101110000110110101010011001,654388.4923125027
11000000101110011110001010001010,166.24814996823807
10000110000000000010101001111011,485144.67153472564
11000100000101000110101101100001,206742.50378694496
11000101011100000000000011010010,706547.4488071557
00101001110111010001101101110010,451410.83425663033
01011110000101111101100111000010,100989.1175557411
00101001011011101011110100010110,18.337299136685505
01010000111110010100100000111010,456855.6131801324
11000001110000100100101000001110,428928.6495467547
10010000010110110110110100001111,8812.41058797708
10001000111100110100010011001110,1539282.2464156218
11000001110000100101100000000100,1231515.5955017887
00110011010110010000011111010110,5907137.907093023
11000001110000100101000000100100,242482.79895776635
00101001011011101011011100100100,1219387.582065587
11000001110000100101101000010001,326504.72271450434
11000001110000100101000011001011,665695.1301456555
01011011110110000011111111110000,810369.1429760319
00110100001101111010011110110001,149654.35071995613
01101000000111000000101111000010,154.3513383044075
00100101110010000110001110111000,2870.4868767366956
10000110000000000000101101010100,1045325.0545585086
00011111000110001000011111111000,1680566.6082221617
11000011100111110001110111010011,1742456.502301613
10101000001111110011011101010000,2347972.9074754734
11010100001000010010000010111001,2343011.88917543
10111001010111110010110000110010,2353778.663108799
10110010000101001101100001111101,4206813.95232007
